,sequence,sequence_tok
5179,Apple Gets Served With A Lawsuit Over WiFi Assist Feature https://t.co/I3HITIlCNp ��_,"['Apple', 'Gets', 'Served', 'With', 'A', 'Lawsuit', 'Over', 'WiFi', 'Assist', 'Feature', 'https://t.co/I3HITIlCNp', '��_']"
5180,"The ones we trusted the most, pushed us far
away.","['The', 'ones', 'we', 'trusted', 'the', 'most,', 'pushed', 'us', 'far\naway.']"
5181,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5182,"Horrible and tragic story, but I know Reggie, quoted in the article, so I read everything in his very distinct voice https://t.co/Qg57UgJ6HF","['Horrible', 'and', 'tragic', 'story,', 'but', 'I', 'know', 'Reggie,', 'quoted', 'in', 'the', 'article,', 'so', 'I', 'read', 'everything', 'in', 'his', 'very', 'distinct', 'voice', 'https://t.co/Qg57UgJ6HF']"
5183,Don't miss out on all the fun! Check out #QuadCity... playing NOW! https://t.co/mm9X1fhvCC,"[""Don't"", 'miss', 'out', 'on', 'all', 'the', 'fun!', 'Check', 'out', '#QuadCity...', 'playing', 'NOW!', 'https://t.co/mm9X1fhvCC']"
5184,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5185,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5186,Taking a fall spring break this week. Off to tally for the week then jax for FL/GA _�_�_�լ,"['Taking', 'a', 'fall', 'spring', 'break', 'this', 'week.', 'Off', 'to', 'tally', 'for', 'the', 'week', 'then', 'jax', 'for', 'FL/GA', '_�_�_�լ']"
5187,Conor McGregor got kicked out of the pubs in Dublin over the weekend for trying to pick himself up @MMARoasted,"['Conor', 'McGregor', 'got', 'kicked', 'out', 'of', 'the', 'pubs', 'in', 'Dublin', 'over', 'the', 'weekend', 'for', 'trying', 'to', 'pick', 'himself', 'up', '@MMARoasted']"
5188,Can you find Crawley on the map? Just try it at https://t.co/umGcTmj34e #Crawley,"['Can', 'you', 'find', 'Crawley', 'on', 'the', 'map?', 'Just', 'try', 'it', 'at', 'https://t.co/umGcTmj34e', '#Crawley']"
5189,Excited about the new styles were working on.,"['Excited', 'about', 'the', 'new', 'styles', 'were', 'working', 'on.']"
5190,@KirkHerbstreit You get accused of a lot of crap. New subject. Name 5 coaches on the hot seat. Five more who will voluntarily move up,"['@KirkHerbstreit', 'You', 'get', 'accused', 'of', 'a', 'lot', 'of', 'crap.', 'New', 'subject.', 'Name', '5', 'coaches', 'on', 'the', 'hot', 'seat.', 'Five', 'more', 'who', 'will', 'voluntarily', 'move', 'up']"
5191,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5192,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5193,You can change the color of my fan art to match your hair @Michael5SOS @5SOS https://t.co/Z6jIAE0uED #5sosfanart,"['You', 'can', 'change', 'the', 'color', 'of', 'my', 'fan', 'art', 'to', 'match', 'your', 'hair', '@Michael5SOS', '@5SOS', 'https://t.co/Z6jIAE0uED', '#5sosfanart']"
5194,Amazing Rare Photos From The Past You've Never Seen Before. #7 Is Terrifying https://t.co/PrRtDv80BJ,"['Amazing', 'Rare', 'Photos', 'From', 'The', 'Past', ""You've"", 'Never', 'Seen', 'Before.', '#7', 'Is', 'Terrifying', 'https://t.co/PrRtDv80BJ']"
5195,Just saw a fella shove drugs up his arse when the guards past by him #Dublin,"['Just', 'saw', 'a', 'fella', 'shove', 'drugs', 'up', 'his', 'arse', 'when', 'the', 'guards', 'past', 'by', 'him', '#Dublin']"
5196,MARVEL PRESENTS 6 9.4 NM 1976 Guardians of the Galaxy WHITE PAPER HIGH GRADE https://t.co/Wzj3qrwBsB https://t.co/U50bnL9avs,"['MARVEL', 'PRESENTS', '6', '9.4', 'NM', '1976', 'Guardians', 'of', 'the', 'Galaxy', 'WHITE', 'PAPER', 'HIGH', 'GRADE', 'https://t.co/Wzj3qrwBsB', 'https://t.co/U50bnL9avs']"
5197,Did you know that twitter is the 1st choice of most celebrities to reach their fans? https://t.co/VNCWs85sOS https://t.co/svaaLCPFar,"['Did', 'you', 'know', 'that', 'twitter', 'is', 'the', '1st', 'choice', 'of', 'most', 'celebrities', 'to', 'reach', 'their', 'fans?', 'https://t.co/VNCWs85sOS', 'https://t.co/svaaLCPFar']"
5198,@CaulinD it's the Flying Dutchman! #Spongebob,"['@CaulinD', ""it's"", 'the', 'Flying', 'Dutchman!', '#Spongebob']"
5199,"@Harry_Styles
You're the BEST vision to my eyes
 &amp; your voice is the best MELODY to my ears, I LOVE YOU so much.
 Mind FOLLOWING me? ���48,259","[""@Harry_Styles\nYou're"", 'the', 'BEST', 'vision', 'to', 'my', 'eyes\n', '&amp;', 'your', 'voice', 'is', 'the', 'best', 'MELODY', 'to', 'my', 'ears,', 'I', 'LOVE', 'YOU', 'so', 'much.\n', 'Mind', 'FOLLOWING', 'me?', '���48,259']"
5200,#Canon Testing Third Party #FF Sensors &amp; News on the 16-35mm F/2.8L Replacement | https://t.co/AsLTYkUcvD https://t.co/101WukscTI,"['#Canon', 'Testing', 'Third', 'Party', '#FF', 'Sensors', '&amp;', 'News', 'on', 'the', '16-35mm', 'F/2.8L', 'Replacement', '|', 'https://t.co/AsLTYkUcvD', 'https://t.co/101WukscTI']"
5201,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5202,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5203,"Second motion by Baroness Meacher on Tax Credit Cuts
Contents Have it
The Govt has to DELAY &amp; LOOK AGAIN
History for the Lords - Excellent !","['Second', 'motion', 'by', 'Baroness', 'Meacher', 'on', 'Tax', 'Credit', 'Cuts\nContents', 'Have', 'it\nThe', 'Govt', 'has', 'to', 'DELAY', '&amp;', 'LOOK', 'AGAIN\nHistory', 'for', 'the', 'Lords', '-', 'Excellent', '!']"
5204,"#hot  DVDs: Brilliant ""Bill Hicks,"" Dope ""Dope,"" And Hilarious ""Monty Python And The... https://t.co/PUbqxAgvmK #prebreak #best","['#hot', '', 'DVDs:', 'Brilliant', '""Bill', 'Hicks,""', 'Dope', '""Dope,""', 'And', 'Hilarious', '""Monty', 'Python', 'And', 'The...', 'https://t.co/PUbqxAgvmK', '#prebreak', '#best']"
5205,@FoxHedgehog @clifford0584 @Cleverestcookie just shows how often the cap will be broken to cover shifts. Just a paper exercise ������ rates,"['@FoxHedgehog', '@clifford0584', '@Cleverestcookie', 'just', 'shows', 'how', 'often', 'the', 'cap', 'will', 'be', 'broken', 'to', 'cover', 'shifts.', 'Just', 'a', 'paper', 'exercise', '������', 'rates']"
5206,Ford Mustang Car Review - Can Europe Handle The Power? - Men Style Fashion https://t.co/LdsNdn7MBm https://t.co/krcItRY1Cg,"['Ford', 'Mustang', 'Car', 'Review', '-', 'Can', 'Europe', 'Handle', 'The', 'Power?', '-', 'Men', 'Style', 'Fashion', 'https://t.co/LdsNdn7MBm', 'https://t.co/krcItRY1Cg']"
5207,@GennaBain its just a jump to the left,"['@GennaBain', 'its', 'just', 'a', 'jump', 'to', 'the', 'left']"
5208,@MrProWestie @gustavhalling I personally think the vehicles should have proper spawns. I can see why they've done it that way but meh.,"['@MrProWestie', '@gustavhalling', 'I', 'personally', 'think', 'the', 'vehicles', 'should', 'have', 'proper', 'spawns.', 'I', 'can', 'see', 'why', ""they've"", 'done', 'it', 'that', 'way', 'but', 'meh.']"
5209,"btw, Doom escaped his watery prison/paradise in the early morning, and Vince almost stepped on him in the kitchen when he made coffee.","['btw,', 'Doom', 'escaped', 'his', 'watery', 'prison/paradise', 'in', 'the', 'early', 'morning,', 'and', 'Vince', 'almost', 'stepped', 'on', 'him', 'in', 'the', 'kitchen', 'when', 'he', 'made', 'coffee.']"
5210,"@Lakes_PA Only point of knowing, would be to change. Headache just thinking about the reality Joanne. #cumbriahour #michaeljfoxhaditeasy","['@Lakes_PA', 'Only', 'point', 'of', 'knowing,', 'would', 'be', 'to', 'change.', 'Headache', 'just', 'thinking', 'about', 'the', 'reality', 'Joanne.', '#cumbriahour', '#michaeljfoxhaditeasy']"
5211,"#Asia and the #Pacific world's most #disasterprone region - 10 yrs, inforgraphics | #OCHA https://t.co/9xV0MC1Rk2","['#Asia', 'and', 'the', '#Pacific', ""world's"", 'most', '#disasterprone', 'region', '-', '10', 'yrs,', 'inforgraphics', '|', '#OCHA', 'https://t.co/9xV0MC1Rk2']"
5212,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5213,HANK THE RIPPER #38 - PUNK FIGHT ROCK by HANK THE RIPPER https://t.co/DsyN7OYWPd https://t.co/YzUxB09jsQ,"['HANK', 'THE', 'RIPPER', '#38', '-', 'PUNK', 'FIGHT', 'ROCK', 'by', 'HANK', 'THE', 'RIPPER', 'https://t.co/DsyN7OYWPd', 'https://t.co/YzUxB09jsQ']"
5214,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5215,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5216,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5217,The vote set by Baroness Meacher to delay the #TaxCredits for three years has won by 307 votes to 277.,"['The', 'vote', 'set', 'by', 'Baroness', 'Meacher', 'to', 'delay', 'the', '#TaxCredits', 'for', 'three', 'years', 'has', 'won', 'by', '307', 'votes', 'to', '277.']"
5218,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5219,x19 @onedirection #AMAs Artist of the Year,"['x19', '@onedirection', '#AMAs', 'Artist', 'of', 'the', 'Year']"
5220,NEWS: Watch Slipknot's Corey Taylor Slap the Sh-t Out of NXT's Baron Corbin: Slipknot's Corey Taylor isn... https://t.co/OAAh8uuKRF #GCPR,"['NEWS:', 'Watch', ""Slipknot's"", 'Corey', 'Taylor', 'Slap', 'the', 'Sh-t', 'Out', 'of', ""NXT's"", 'Baron', 'Corbin:', ""Slipknot's"", 'Corey', 'Taylor', 'isn...', 'https://t.co/OAAh8uuKRF', '#GCPR']"
5221,Lords vote in favour of Baroness Meacher's motion to delay the Govt's tax credits bill by a majority of 170,"['Lords', 'vote', 'in', 'favour', 'of', 'Baroness', ""Meacher's"", 'motion', 'to', 'delay', 'the', ""Govt's"", 'tax', 'credits', 'bill', 'by', 'a', 'majority', 'of', '170']"
5222,Find cheap car insurance quotes from the top companies Affordable Car Insurance in #Bronx --&gt;&gt; https://t.co/uI9s9UUJQD,"['Find', 'cheap', 'car', 'insurance', 'quotes', 'from', 'the', 'top', 'companies', 'Affordable', 'Car', 'Insurance', 'in', '#Bronx', '--&gt;&gt;', 'https://t.co/uI9s9UUJQD']"
5223,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5224,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5225,While you're at it @comcast please stop the ivr system response that asks for a zip code and last 4 of account. They NEVER find the account,"['While', ""you're"", 'at', 'it', '@comcast', 'please', 'stop', 'the', 'ivr', 'system', 'response', 'that', 'asks', 'for', 'a', 'zip', 'code', 'and', 'last', '4', 'of', 'account.', 'They', 'NEVER', 'find', 'the', 'account']"
5226,Why the fuck did I renew for another 6 months?,"['Why', 'the', 'fuck', 'did', 'I', 'renew', 'for', 'another', '6', 'months?']"
5227,"@Norie57 @HuffingtonPost yes, and he is running a clean campaign, on the issues? Your ludicrous. Brah:","['@Norie57', '@HuffingtonPost', 'yes,', 'and', 'he', 'is', 'running', 'a', 'clean', 'campaign,', 'on', 'the', 'issues?', 'Your', 'ludicrous.', 'Brah:']"
5228,I'm just tired of feeling like I gotta carry the cross for all Black people. Like there's this pressure to explain,"[""I'm"", 'just', 'tired', 'of', 'feeling', 'like', 'I', 'gotta', 'carry', 'the', 'cross', 'for', 'all', 'Black', 'people.', 'Like', ""there's"", 'this', 'pressure', 'to', 'explain']"
5229,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5230,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5231,Unfortunately the masks have no light level whatsoeve,"['Unfortunately', 'the', 'masks', 'have', 'no', 'light', 'level', 'whatsoeve']"
5232,Having a baby VS having a cat - The Oatmeal https://t.co/SOCDvKpnWh via @Oatmeal,"['Having', 'a', 'baby', 'VS', 'having', 'a', 'cat', '-', 'The', 'Oatmeal', 'https://t.co/SOCDvKpnWh', 'via', '@Oatmeal']"
5233,@StonehamLane pre match beers will be taken care of by the quite splendid @BeerDockcouk,"['@StonehamLane', 'pre', 'match', 'beers', 'will', 'be', 'taken', 'care', 'of', 'by', 'the', 'quite', 'splendid', '@BeerDockcouk']"
5234,The cinema is a slightly scary place tonight #Spectre,"['The', 'cinema', 'is', 'a', 'slightly', 'scary', 'place', 'tonight', '#Spectre']"
5235,"After hitting the ranch hard this weekend, Mondays got me feeling like this _��� by jer_brandt��_ https://t.co/WETyuBLKDq https://t.co/Lg8zbVz6Aq","['After', 'hitting', 'the', 'ranch', 'hard', 'this', 'weekend,', 'Mondays', 'got', 'me', 'feeling', 'like', 'this', '_���', 'by', 'jer_brandt��_', 'https://t.co/WETyuBLKDq', 'https://t.co/Lg8zbVz6Aq']"
5236,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5237,"When Yukon Cornelius is in the shop,  I feel so naked. And alone. _���","['When', 'Yukon', 'Cornelius', 'is', 'in', 'the', 'shop,', '', 'I', 'feel', 'so', 'naked.', 'And', 'alone.', '_���']"
5238,@Wes_Too_Smooth that's why ur gonna fail the test tomorrow *speaking it into existence *,"['@Wes_Too_Smooth', ""that's"", 'why', 'ur', 'gonna', 'fail', 'the', 'test', 'tomorrow', '*speaking', 'it', 'into', 'existence', '*']"
5239,sooo over the bullshit.,"['sooo', 'over', 'the', 'bullshit.']"
5240,Why couldnt the jaspar #HitTheRoad come to leeds_���_��� @Joe_Sugg @Caspar_Lee,"['Why', 'couldnt', 'the', 'jaspar', '#HitTheRoad', 'come', 'to', 'leeds_���_���', '@Joe_Sugg', '@Caspar_Lee']"
5241,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5242,'...To bathe in the glow of true lovers bliss~To seal our union with a captivating kiss'  https://t.co/QeKM0JUctt https://t.co/qmJvUz148L,"[""'...To"", 'bathe', 'in', 'the', 'glow', 'of', 'true', 'lovers', 'bliss~To', 'seal', 'our', 'union', 'with', 'a', 'captivating', ""kiss'"", '', 'https://t.co/QeKM0JUctt', 'https://t.co/qmJvUz148L']"
5243,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5244,@gilbertcruz Saw your Lone Ranger critique (2013). Been making the same point: The origin story is ruining cinema. Start in medias res.,"['@gilbertcruz', 'Saw', 'your', 'Lone', 'Ranger', 'critique', '(2013).', 'Been', 'making', 'the', 'same', 'point:', 'The', 'origin', 'story', 'is', 'ruining', 'cinema.', 'Start', 'in', 'medias', 'res.']"
5245,Master Class: https://t.co/bEZuq3tlJu Supersonic Series the Superhero in you. Powerful #TalkRadio with Metaphysician Dr. Teggelove.,"['Master', 'Class:', 'https://t.co/bEZuq3tlJu', 'Supersonic', 'Series', 'the', 'Superhero', 'in', 'you.', 'Powerful', '#TalkRadio', 'with', 'Metaphysician', 'Dr.', 'Teggelove.']"
5246,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5247,@Olivia_Mullen13 @OHSdarts I hope I make the freshman team,"['@Olivia_Mullen13', '@OHSdarts', 'I', 'hope', 'I', 'make', 'the', 'freshman', 'team']"
5248,The girl I kissed just have me money to wear my clothes YET I AM NAKES ANd need MY CLOTHES ASAP,"['The', 'girl', 'I', 'kissed', 'just', 'have', 'me', 'money', 'to', 'wear', 'my', 'clothes', 'YET', 'I', 'AM', 'NAKES', 'ANd', 'need', 'MY', 'CLOTHES', 'ASAP']"
5249,"@madxhaus it�۪s so annoying. &amp; he�۪s a shit person &amp; so are his own kids, the irony.","['@madxhaus', 'it�۪s', 'so', 'annoying.', '&amp;', 'he�۪s', 'a', 'shit', 'person', '&amp;', 'so', 'are', 'his', 'own', 'kids,', 'the', 'irony.']"
5250,@__Glennjamin _���_��_ I was just telling folks about the old days,"['@__Glennjamin', '_���_��_', 'I', 'was', 'just', 'telling', 'folks', 'about', 'the', 'old', 'days']"
5251,@jakenutting The typo?,"['@jakenutting', 'The', 'typo?']"
5252,"Mathematics, Assistant Professor/Mathematics (2 positions) The Mathematics Department at Fitchburg State Universit��_ https://t.co/A2cZfqDPOR","['Mathematics,', 'Assistant', 'Professor/Mathematics', '(2', 'positions)', 'The', 'Mathematics', 'Department', 'at', 'Fitchburg', 'State', 'Universit��_', 'https://t.co/A2cZfqDPOR']"
5253,Get Weather Updates from The Weather Channel. 15:40:09,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:09']"
5254,GOD PLS GIVE ME THE POWER TO WIN.DO THE THINGS U FEAR AND THE DEATH OF FEAR IS CERTAIN.,"['GOD', 'PLS', 'GIVE', 'ME', 'THE', 'POWER', 'TO', 'WIN.DO', 'THE', 'THINGS', 'U', 'FEAR', 'AND', 'THE', 'DEATH', 'OF', 'FEAR', 'IS', 'CERTAIN.']"
5255,N.O. Corleone Reveals The Visual For ���Sutter Ave Nightmares 2�۝ https://t.co/tm4JMhnayE https://t.co/Xo7rHbGtiW https://t.co/FehDjteR8e,"['N.O.', 'Corleone', 'Reveals', 'The', 'Visual', 'For', '���Sutter', 'Ave', 'Nightmares', '2�\u06dd', 'https://t.co/tm4JMhnayE', 'https://t.co/Xo7rHbGtiW', 'https://t.co/FehDjteR8e']"
5256,Get Weather Updates from The Weather Channel. 15:40:09,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:09']"
5257,Get Weather Updates from The Weather Channel. 15:40:09,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:09']"
5258,Get Weather Updates from The Weather Channel. 15:40:10,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:10']"
5259,Get Weather Updates from The Weather Channel. 15:40:09,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:09']"
5260,Get Weather Updates from The Weather Channel. 15:40:09,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:40:09']"
5261,Can I get a ride to the store  https://t.co/vaWcrDYRdJ,"['Can', 'I', 'get', 'a', 'ride', 'to', 'the', 'store', '', 'https://t.co/vaWcrDYRdJ']"
