,sequences,labels,sequence_tok,ner_BIO_full,ner_BIO_full_0.05,ner_BIO_full_0.1,ner_BIO_full_0.15,ner_BIO_full_0.2
342,"Catherine.IN yesterday ’ s Tribune , we reported on the concerns of nurses with a number of workers sick with COVID , and one having recently died.Those are valid concerns indeed – so why is it that in today ’ s Tribune , we hear that there is a hesitancy within healthcare workers to take the vaccine ?","B-person O O O B-organization O O O O O O O B-person O O O O B-person O O B-disease O O O O O O O O O O O O O O O O O O O O B-organization O O O O O O O O O B-person I-person O O O B-product O
","['Catherine.IN', 'yesterday', '’', 's', 'Tribune', ',', 'we', 'reported', 'on', 'the', 'concerns', 'of', 'nurses', 'with', 'a', 'number', 'of', 'workers', 'sick', 'with', 'COVID', ',', 'and', 'one', 'having', 'recently', 'died.Those', 'are', 'valid', 'concerns', 'indeed', '–', 'so', 'why', 'is', 'it', 'that', 'in', 'today', '’', 's', 'Tribune', ',', 'we', 'hear', 'that', 'there', 'is', 'a', 'hesitancy', 'within', 'healthcare', 'workers', 'to', 'take', 'the', 'vaccine', '?']","['B-person', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-product', 'O']","['B-person', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-product', 'O']","['B-person', 'O', 'O', 'B-animal', 'B-organization', 'O', 'B-organization', 'O', 'B-bacterium', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-product', 'O']","['B-person', 'B-symptom', 'O', 'O', 'B-organization', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'I-virus', 'I-animal', 'B-person', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-bacterium', 'O', 'B-product', 'O']","['B-person', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'B-organization', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-time', 'I-symptom', 'O', 'O', 'B-bacterium', 'B-product', 'O']"
343,"As for vaccinations , New York State ’ s Department of Health reports 51 percent of county residents , 65,000 people , have received at least one dose of the COVID-19 vaccine .","O O O O B-location I-location I-location O O B-organization I-organization I-organization O O O O O O O B-person I-person O O O O O O O O O B-disease B-product O
","['As', 'for', 'vaccinations', ',', 'New', 'York', 'State', '’', 's', 'Department', 'of', 'Health', 'reports', '51', 'percent', 'of', 'county', 'residents', ',', '65,000', 'people', ',', 'have', 'received', 'at', 'least', 'one', 'dose', 'of', 'the', 'COVID-19', 'vaccine', '.']","['O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'B-product', 'O']","['O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-disease', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'B-product', 'O']","['O', 'O', 'B-animal', 'O', 'B-location', 'I-product', 'I-location', 'O', 'O', 'B-organization', 'I-person', 'I-organization', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'B-bacterium', 'B-animal', 'I-person', 'B-location', 'O', 'O', 'O', 'B-bacterium', 'O', 'B-product', 'O', 'O', 'B-disease', 'B-product', 'O']","['B-bacterium', 'B-bacterium', 'B-disease', 'O', 'B-location', 'I-location', 'I-location', 'O', 'B-symptom', 'B-organization', 'I-organization', 'I-organization', 'O', 'B-person', 'B-product', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'B-disease', 'B-bacterium', 'O']","['O', 'B-product', 'O', 'O', 'B-location', 'I-location', 'I-location', 'B-organization', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'I-organization', 'B-person', 'I-person', 'I-animal', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'B-product', 'B-location', 'B-product', 'B-disease']"
344,Bogor Municipality ( Pemkot ) in cooperation with Bogor City Police Number provides a hotline ( Whatsapp ) for management of Covid-19 patient body while an independant isolation on 0811-1173-165 .,"B-location I-location O B-location O O O O B-organization I-organization I-organization O O O O O B-organization O O O O B-disease O O O O O O O O O
","['Bogor', 'Municipality', '(', 'Pemkot', ')', 'in', 'cooperation', 'with', 'Bogor', 'City', 'Police', 'Number', 'provides', 'a', 'hotline', '(', 'Whatsapp', ')', 'for', 'management', 'of', 'Covid-19', 'patient', 'body', 'while', 'an', 'independant', 'isolation', 'on', '0811-1173-165', '.']","['B-location', 'I-location', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'I-location', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'I-location', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'B-disease', 'I-person', 'O', 'I-virus', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'B-bacterium', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'I-organization', 'O', 'O', 'I-organization', 'B-organization', 'O', 'B-organization', 'O', 'B-organization', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'I-time', 'B-product']","['B-location', 'I-location', 'O', 'I-time', 'B-animal', 'O', 'B-location', 'O', 'B-virus', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'B-product', 'O', 'O', 'B-product', 'B-disease', 'O', 'O', 'O', 'B-product', 'O', 'I-bacterium', 'O', 'O', 'O']"
345,"Just 20 % of Australians received two doses of vaccine , owing to supply problems and widespread public distrust So far , the country has been relatively spared from the pandemic .","O O O O B-person O O O O B-product O O O O O O O O O O O O O O O O O O O O O O
","['Just', '20', '%', 'of', 'Australians', 'received', 'two', 'doses', 'of', 'vaccine', ',', 'owing', 'to', 'supply', 'problems', 'and', 'widespread', 'public', 'distrust', 'So', 'far', ',', 'the', 'country', 'has', 'been', 'relatively', 'spared', 'from', 'the', 'pandemic', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'I-disease', 'B-person', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-disease', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'B-symptom', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O']"
346,"But breakthrough cases , or when a vaccinated person tests positive for the virus , are also on the rise .","O B-person I-person O O O O B-person I-person O O O O B-virus O O O O O O O
","['But', 'breakthrough', 'cases', ',', 'or', 'when', 'a', 'vaccinated', 'person', 'tests', 'positive', 'for', 'the', 'virus', ',', 'are', 'also', 'on', 'the', 'rise', '.']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'I-organization', 'O', 'O', 'O', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O']","['O', 'B-person', 'B-organization', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'B-symptom', 'O', 'I-organization', 'O', 'B-virus', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O']"
347,"The number of new deaths in the United States peaked in January this year and fell gradually , falling to the bottom in July .","O O O O O O O B-location I-location O O B-time O O O O O O O O O O O B-time O
","['The', 'number', 'of', 'new', 'deaths', 'in', 'the', 'United', 'States', 'peaked', 'in', 'January', 'this', 'year', 'and', 'fell', 'gradually', ',', 'falling', 'to', 'the', 'bottom', 'in', 'July', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-location', 'B-location', 'I-location', 'B-product', 'O', 'B-time', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'B-time', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'B-time', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'I-person', 'B-time', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-time', 'O']"
348,"Merkel aide warns of COVID-19 surge in Germany over coming weeks Coronavirus cases could hit 100,000 a day by the end of September Merkel aide warns of Covid-19 surge in Germany over coming weeks People not vaccinated against the virus could face new curbs if infections continue to rise .","B-person O O O B-disease O O B-location O O O B-person I-person O O O O O O O B-time I-time I-time B-person O O O B-disease O O B-location O O O B-person O O O O B-virus O O O O O O O O O O
","['Merkel', 'aide', 'warns', 'of', 'COVID-19', 'surge', 'in', 'Germany', 'over', 'coming', 'weeks', 'Coronavirus', 'cases', 'could', 'hit', '100,000', 'a', 'day', 'by', 'the', 'end', 'of', 'September', 'Merkel', 'aide', 'warns', 'of', 'Covid-19', 'surge', 'in', 'Germany', 'over', 'coming', 'weeks', 'People', 'not', 'vaccinated', 'against', 'the', 'virus', 'could', 'face', 'new', 'curbs', 'if', 'infections', 'continue', 'to', 'rise', '.']","['B-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'I-time', 'B-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'I-symptom', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'I-time', 'B-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'I-product', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-bacterium', 'I-virus', 'O', 'O', 'O', 'O', 'O']","['B-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'O', 'B-time', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'B-time', 'I-time', 'I-time', 'B-person', 'O', 'I-virus', 'O', 'I-symptom', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'B-person', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O']","['B-person', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'I-time', 'B-person', 'O', 'O', 'O', 'B-time', 'I-time', 'O', 'B-location', 'I-bacterium', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-person', 'I-time', 'O', 'B-person', 'I-virus', 'O', 'I-time', 'B-location', 'B-virus', 'I-product', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-organization', 'I-disease', 'B-location', 'I-time', 'B-person', 'O', 'O', 'O', 'I-location', 'I-organization', 'B-person', 'B-disease', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'I-person', 'B-virus', 'O', 'I-person', 'O', 'O', 'I-animal', 'I-virus', 'O', 'O', 'O', 'O']"
349,"Due to COVID , Kaufman said people might be more in the habit of checking their temperature , which would help in identifying an illness like anaplasmosis .","O O B-disease O B-person O O O O O O O O O O O O O O O O O O O O O B-disease O
","['Due', 'to', 'COVID', ',', 'Kaufman', 'said', 'people', 'might', 'be', 'more', 'in', 'the', 'habit', 'of', 'checking', 'their', 'temperature', ',', 'which', 'would', 'help', 'in', 'identifying', 'an', 'illness', 'like', 'anaplasmosis', '.']","['O', 'O', 'B-disease', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'O', 'B-disease', 'O', 'B-person', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'I-person', 'O', 'O', 'I-bacterium', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'O', 'I-bacterium', 'O', 'B-person', 'O', 'O', 'I-animal', 'O', 'O', 'I-animal', 'B-person', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'O', 'B-disease', 'I-disease', 'B-person', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'O', 'B-disease', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'I-organization', 'O', 'I-location', 'O']"
350,The West Java Provincial Government appealed to local people to celebrate Eid al - Adha ( LOCAL Government ) in West Java Province ( West Java ) to urge the people to celebrate Eid al - Adha 2021 from their homes to press the spikes in case of COVID-19 .,"O B-organization I-organization I-organization I-organization O O B-person I-person O O O O O O O B-organization I-organization O O B-location I-location I-location O B-location I-location O O O O B-person O O O O O O B-time O O O O O O O O O O B-disease O
","['The', 'West', 'Java', 'Provincial', 'Government', 'appealed', 'to', 'local', 'people', 'to', 'celebrate', 'Eid', 'al', '-', 'Adha', '(', 'LOCAL', 'Government', ')', 'in', 'West', 'Java', 'Province', '(', 'West', 'Java', ')', 'to', 'urge', 'the', 'people', 'to', 'celebrate', 'Eid', 'al', '-', 'Adha', '2021', 'from', 'their', 'homes', 'to', 'press', 'the', 'spikes', 'in', 'case', 'of', 'COVID-19', '.']","['O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'B-virus', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-product', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'B-disease', 'O']","['O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['B-location', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'I-location', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-virus', 'O', 'O', 'B-person', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'B-time', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'B-disease', 'O']","['O', 'B-person', 'B-animal', 'B-virus', 'I-organization', 'O', 'O', 'I-disease', 'I-person', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'I-time', 'I-organization', 'O', 'B-virus', 'I-person', 'I-location', 'I-location', 'O', 'B-location', 'B-animal', 'O', 'I-product', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-time', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'B-disease', 'O']"
351,""" He had excessive fluids in his lungs and was getting progressively worse . I understand some kind of surgical procedure has been performed .","O O O B-symptom I-symptom I-symptom I-symptom I-symptom O O O O O O O O O O O O O O O O O
","['""', 'He', 'had', 'excessive', 'fluids', 'in', 'his', 'lungs', 'and', 'was', 'getting', 'progressively', 'worse', '.', 'I', 'understand', 'some', 'kind', 'of', 'surgical', 'procedure', 'has', 'been', 'performed', '.']","['O', 'O', 'O', 'B-symptom', 'I-symptom', 'I-symptom', 'I-symptom', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-symptom', 'I-symptom', 'I-symptom', 'I-symptom', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'O']","['O', 'O', 'O', 'B-virus', 'B-disease', 'I-symptom', 'I-symptom', 'I-symptom', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'I-virus', 'O', 'O', 'O']","['O', 'O', 'O', 'B-symptom', 'I-symptom', 'I-symptom', 'I-symptom', 'I-symptom', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O']","['O', 'O', 'O', 'B-symptom', 'I-symptom', 'B-organization', 'B-organization', 'I-symptom', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-organization']"
352,"Indicates the report of CDC , Centers for Disease Control and Prevention . IT was then that eight additional cases were identified , all among parents and siblings of students in both classes .","O O O O B-organization O B-organization I-organization I-organization I-organization I-organization I-organization O O O O O B-person I-person I-person O O O O O B-person O B-person O B-person O O O O
","['Indicates', 'the', 'report', 'of', 'CDC', ',', 'Centers', 'for', 'Disease', 'Control', 'and', 'Prevention', '.', 'IT', 'was', 'then', 'that', 'eight', 'additional', 'cases', 'were', 'identified', ',', 'all', 'among', 'parents', 'and', 'siblings', 'of', 'students', 'in', 'both', 'classes', '.']","['O', 'O', 'O', 'O', 'B-organization', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-organization', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'B-symptom', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-organization', 'O', 'B-organization', 'I-organization', 'B-person', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'B-person', 'O', 'B-bacterium', 'O', 'B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'I-time', 'O', 'O', 'B-organization', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-time', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'B-person', 'O', 'B-virus', 'B-organization', 'O', 'I-symptom', 'B-time', 'B-time', 'I-organization', 'I-animal', 'B-disease', 'O', 'I-disease', 'O', 'O', 'O', 'B-person', 'I-organization', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'B-person', 'I-time', 'B-person', 'O', 'O', 'I-disease', 'O']"
