,tweets_tok,ner_BIO_full,tweets_full_text,ner_BIO_full_text
58,"['Bloggers', ':', 'Who', 'are', 'you', 'writing', 'for', '?', '|', 'Social', 'Media', 'Today', 'http://bit.ly/9mY0NK']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Bloggers : Who are you writing for ? | Social Media Today http://bit.ly/9mY0NK,O O O O O O O O O O O O O
59,"['RT', '@LilTwist', ':', 'RT', 'this', 'if', 'you', 'want', 'me', 'to', 'go', 'back', 'live', 'on', 'Ustream', 'later', 'tonight']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-company', 'O', 'O']",RT @LilTwist : RT this if you want me to go back live on Ustream later tonight,O O O O O O O O O O O O O O B-company O O
60,"['The', 'British', 'have', 'a', 'remarkable', 'talent', 'for', 'keeping', 'calm', ',', 'even', 'when', 'there', 'is', 'no', 'crisis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The British have a remarkable talent for keeping calm , even when there is no crisis .",O O O O O O O O O O O O O O O O O
61,"['@sfgiantsfan55', 'omg', 'Todo', 'Cabio', 'has', 'been', 'my', 'fav', 'since', 'like', '`07', 'i', 'still', 'listen', 'to', 'their', 'CD', 'all', 'the', 'time', 'i', 'want', 'the', 'new', 'one', '.', 'alejate', 'de', 'mi', '...']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@sfgiantsfan55 omg Todo Cabio has been my fav since like `07 i still listen to their CD all the time i want the new one . alejate de mi ...,O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O
62,"['Resources', '-', 'Tweets', 'of', 'the', 'Week', '(', '9.13', '.', '10', '-', '9.17', '.', '10)', ':', 'This', 'weeks', 'Tweets', 'of', 'the', 'Week', 'has', 'some', 'cool', 'inspiration', ',', 'coupl', '...', 'http://bit.ly/95X8G5']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Resources - Tweets of the Week ( 9.13 . 10 - 9.17 . 10) : This weeks Tweets of the Week has some cool inspiration , coupl ... http://bit.ly/95X8G5",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
63,"['well', 'poolnewsfeed', 'when', ""you're"", 'good', ',', ""you're"", 'good', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","well poolnewsfeed when you're good , you're good !",O O O O O O O O O
64,"['@zeeDOTi', 'i', 'might', 'join', 'in', 'if', 'I', 'make', 'it', 'home', 'in', 'time', '.', ':)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@zeeDOTi i might join in if I make it home in time . :),O O O O O O O O O O O O O O
65,"['When', 'TIFF', 'is', 'in', 'Tdot', ',', 'ALWAYS', 'have', 'ur', 'camera', 'in', 'purse', '!', 'Managed', 'to', 'get', 'a', 'pic', 'of', 'EVA', 'MENDES', '!', ""Didn't"", 'know', 'she', 'was', 'signing', 'autographs', '@', 'the', 'mall', '.']","['O', 'B-other', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","When TIFF is in Tdot , ALWAYS have ur camera in purse ! Managed to get a pic of EVA MENDES ! Didn't know she was signing autographs @ the mall .",O B-other O O B-geo-loc O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O
66,"['I', 'see', 'her', 'tomorrow', ':', '3', 'so', 'yeah~', 'ca', ""n't"", 'wait']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I see her tomorrow : 3 so yeah~ ca n't wait,O O O O O O O O O O O
67,"['@singingislife15', 'Follow', 'Friday', ':)']","['O', 'O', 'O', 'O']",@singingislife15 Follow Friday :),O O O O
68,"['@TheGayDragon', '@RealmOfMachias', 'Sir', '..', 'I', 'SWEAR', 'I', 'had', 'nothing', 'to', 'do', 'with', 'it', 'this', 'time', '..', 'honest', '..', 'please', ""don't"", 'hurt', 'me', '..']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@TheGayDragon @RealmOfMachias Sir .. I SWEAR I had nothing to do with it this time .. honest .. please don't hurt me ..,O O O O O O O O O O O O O O O O O O O O O O O
69,"['RT', '@Quotealicious', ':', 'When', 'ever', 'i', 'see', 'a', 'cute', 'love', 'story', 'movie', ',', 'It', ""'s"", 'always', 'you', 'that', 'comes', 'into', 'my', 'mind', '#Quotealicious']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @Quotealicious : When ever i see a cute love story movie , It 's always you that comes into my mind #Quotealicious",O O O O O O O O O O O O O O O O O O O O O O O
70,"['Exclusive', ':', 'Rep', '.', 'Steve', 'King', 'on', 'ObamaCare', ',', 'Tea', 'Party', ',', 'and', 'Constitution', 'Day', ':', 'The', 'inclusion', 'of', 'the', 'Tenth', 'Amendment', 'in', '...', 'http://bit.ly/cYITA8']","['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Exclusive : Rep . Steve King on ObamaCare , Tea Party , and Constitution Day : The inclusion of the Tenth Amendment in ... http://bit.ly/cYITA8",O O O O B-person I-person O O O O O O O B-other I-other O O O O O O O O O O
71,"['@TimothyJMoore', 'Thnx', ',', ""I'm"", 'glad', 'they', ""weren't"", 'totally', 'ignored', ',', 'but', 'one', ""isn't"", 'many', 'when', 'you', 'think', 'how', 'many', 'there', 'are', 'in', 'the', 'CofE', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@TimothyJMoore Thnx , I'm glad they weren't totally ignored , but one isn't many when you think how many there are in the CofE !",O O O O O O O O O O O O O O O O O O O O O O O O O
72,"['Justice', 'Breyer', ""'s"", 'About', 'Face', ':', 'Koran-Burning', 'Is', 'Constitutionally', 'Protected', 'After', 'All', 'via', 'Atlas', 'Shrugs', 'http://tinyurl.com/39wg73o']","['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O']",Justice Breyer 's About Face : Koran-Burning Is Constitutionally Protected After All via Atlas Shrugs http://tinyurl.com/39wg73o,B-person I-person O O O O O O O O O O O B-other I-other O
73,"[""Don't"", 'forget', 'to', 'come', 'and', 'see', 'us', 'at', 'the', 'football', 'game', 'tomorrow', 'afternoon', '!', 'Go', 'Reivers', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sportsteam', 'O']",Don't forget to come and see us at the football game tomorrow afternoon ! Go Reivers !,O O O O O O O O O O O O O O O B-sportsteam O
74,"['...', 'asked', 'me', 'a', 'question', 'for', 'once', ',', 'but', 'no', '!', 'You', 'ask', 'me', 'about', 'fucking', 'donuts', 'you', 'donut', '...', 'have', 'a', 'nice', 'day', ':P']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","... asked me a question for once , but no ! You ask me about fucking donuts you donut ... have a nice day :P",O O O O O O O O O O O O O O O O O O O O O O O O O
75,"['Here', 'we', 'go', ',', 'Friday', 'night', 'craziness']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","Here we go , Friday night craziness",O O O O O O O
76,"['CHILLIN', '@LIVE', 'TONIGHT', '!']","['O', 'O', 'O', 'O']",CHILLIN @LIVE TONIGHT !,O O O O
77,"['ugh', 'so', 'this', 'chick', 'onFB', 'jus', 'wrote', 'this', 'long', 'status', 'cussin', 'me', 'out', ',', 'but', 'im', 'not', 'even', 'gonna', 'stoop', 'to', 'her', 'leve', 'but', 'i', 'wanna', 'bomb', 'her', 'ass', 'out', 'so', 'bad']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ugh so this chick onFB jus wrote this long status cussin me out , but im not even gonna stoop to her leve but i wanna bomb her ass out so bad",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
78,"['today', 'just', ""doesn't"", 'feel', 'like', 'a', 'Friday']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",today just doesn't feel like a Friday,O O O O O O O
79,"['APO', 'disaster', 'relief', 'tomorrow', '10-12', '.', 'Sign', 'up', 'on', 'the', 'website', '!']","['B-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",APO disaster relief tomorrow 10-12 . Sign up on the website !,B-other O O O O O O O O O O O
80,"['Every', 'seven', 'years', 'you', 'lose', 'around', 'half', 'of', 'your', 'friends', ',', 'and', 'replace', 'them', 'with', 'new', 'friends', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Every seven years you lose around half of your friends , and replace them with new friends .",O O O O O O O O O O O O O O O O O O
81,"['RT', '@rainnwilson', ':', 'Hey', ',', 'Seattle-ites', '!', 'Check', 'it', ':', 'http://www.officetally.com/rainn-wilson-and-friends-seattle-oct-23']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @rainnwilson : Hey , Seattle-ites ! Check it : http://www.officetally.com/rainn-wilson-and-friends-seattle-oct-23",O O O O O O O O O O O
82,"['For', 'code', ""I've"", 'written', 'since', 'Sept', ""'"", '09', ',', 'the', 'delay', 'between', 'commit', 'to', 'SCM', 'and', 'running', 'on', 'customer', 'hardware', 'has', 'been', 'about', '10', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","For code I've written since Sept ' 09 , the delay between commit to SCM and running on customer hardware has been about 10 days .",O O O O O O O O O O O O O O O O O O O O O O O O O O
83,"['Balloon', 'glowing', '?', ""We'd"", 'love', 'to', 'see', 'you', 'before', 'or', 'after', 'at', 'Pi', '!', 'CWE', 'and', 'Delmar', 'are', 'around', 'the', 'corner', ',', 'Kirkwood', '&amp;', '...', 'http://fb.me/I6SZ52nW']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'B-geo-loc', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O']","Balloon glowing ? We'd love to see you before or after at Pi ! CWE and Delmar are around the corner , Kirkwood &amp; ... http://fb.me/I6SZ52nW",O O O O O O O O O O O O B-geo-loc O B-geo-loc O B-geo-loc O O O O O B-geo-loc O O O
84,"['All', 'caught', 'up', 'on', '@SHO_weeds', '!', 'After', 'eating', 'a', 'full', 'meal', 'that', 'was', 'the', 'next', 'thing', 'on', 'my', 'list', 'to', 'do', 'after', 'graduating', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",All caught up on @SHO_weeds ! After eating a full meal that was the next thing on my list to do after graduating !,O O O O O O O O O O O O O O O O O O O O O O O O
85,"['http://bit.ly/aTTQYq', 'When', 'Pepsi', 'to', 'ring', 'usually', 'confirm', 'to', ',', 'winning', 'a', 'Nokia', '5800', '?']","['O', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']","http://bit.ly/aTTQYq When Pepsi to ring usually confirm to , winning a Nokia 5800 ?",O O B-company O O O O O O O O B-product I-product O
86,"['RT', '@Slijterijmeisje', ':', 'Kreeg', 'net', 'een', 'bruikbare', 'tip', 'van', 'iemand', 'die', 'vorige', 'week', 'was', 'begonnen', 'met', 'een', 'whiskydieet', ',', 'hij', 'was', 'nu', 'al', '3', 'dagen', 'kwijt']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @Slijterijmeisje : Kreeg net een bruikbare tip van iemand die vorige week was begonnen met een whiskydieet , hij was nu al 3 dagen kwijt",O O O O O O O O O O O O O O O O O O O O O O O O O O
87,"['#news', 'Dems', 'to', 'voters', ':', 'You', 'may', 'hate', 'us', ',', 'but', 'GOP', 'is', 'worse', '(', 'AP', ')', '(', 'Yahoo', '!', ')', ':', 'Share', 'With', 'Friends', ':', '|', 'Latest', 'Top', 'Ne', '...', 'http://adpro.co/aQxQtY']","['O', 'B-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'B-other', 'O', 'O', 'B-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","#news Dems to voters : You may hate us , but GOP is worse ( AP ) ( Yahoo ! ) : Share With Friends : | Latest Top Ne ... http://adpro.co/aQxQtY",O B-other O O O O O O O O O B-other O O O B-other O O B-company O O O O O O O O O O O O O
88,"['@snufflesgirl25', '@mo9x', 'Well', '.', 'just', 'beg', '@100monkeysmusic', '..', 'PLEASE', 'come', 'to', 'the', '#SBLeurope', 'Next', 'year', '!.', 'We', 'need', 'you', 'there', '!', '*puss', 'in', 'boots', 'eyes*']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@snufflesgirl25 @mo9x Well . just beg @100monkeysmusic .. PLEASE come to the #SBLeurope Next year !. We need you there ! *puss in boots eyes*,O O O O O O O O O O O O O O O O O O O O O O O O O
89,"['RT', '@DollarVanDemos', ':', '#BROOKLYN', '!', 'Stay', 'up', 'late', 'tonight', 'to', 'catch', 'the', '1', 'hr', 'special', 'of', 'Demos', '@', '3AM', 'on', 'BCAT', 'feat', '@BlissyCakes', '@YaGirlNicolette', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tvshow', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'O']",RT @DollarVanDemos : #BROOKLYN ! Stay up late tonight to catch the 1 hr special of Demos @ 3AM on BCAT feat @BlissyCakes @YaGirlNicolette ...,O O O O O O O O O O O O O O O O B-tvshow O O O B-other O O O O
90,"['ahhh', 'the', 'disapointment', ',', 'after', 'all', 'them', 'awkward', 'bait', 'moments', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ahhh the disapointment , after all them awkward bait moments .",O O O O O O O O O O O
91,"['CLUB', 'BLU', 'tonite', '......', '90', ""'s"", 'music', '..', 'oldskool', 'night', 'wiith', 'dj', 'finese']","['B-facility', 'I-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-musicartist', 'I-musicartist']",CLUB BLU tonite ...... 90 's music .. oldskool night wiith dj finese,B-facility I-facility O O O O O O O O O B-musicartist I-musicartist
92,"['ooo', '@claireymarsh', 'where', 'are', 'you', 'when', 'i', 'need', 'you', '..']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",ooo @claireymarsh where are you when i need you ..,O O O O O O O O O O
93,"['@iDame2Please', 'yea', 'u', 'c', 'da', 'pic', '1st', 'Presbyterian', 'all', 'day', 'lol']","['O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'O', 'O']",@iDame2Please yea u c da pic 1st Presbyterian all day lol,O O O O O O B-other I-other O O O
94,"['Time', 'to', 'go', ',', 'hihi', '!', 'Beijinhos', ',', 'seus', 'viciados', ':', '*']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Time to go , hihi ! Beijinhos , seus viciados : *",O O O O O O O O O O O O
95,"['RT', '@rocsidiaz', ':', '@Wale', 'ill', 'be', 'in', 'DC', 'tonight', 'where', 'u', 'at', '??', 'Ill', 'be', 'at', 'muse', '717', '6th', 'St', 'Nw', 'Dc', 'to', 'party']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @rocsidiaz : @Wale ill be in DC tonight where u at ?? Ill be at muse 717 6th St Nw Dc to party,O O O O O O O B-geo-loc O O O O O O O O B-facility O O O O O O O
96,"['@LinnySmit', 'Linny', 'Linny', 'Linny', '.', 'U', 'are', 'something', 'lady', '...', 'Well', 'that', 'story', 'has', 'been', 'on', 'hold', 'for', 'weeks', 'now', ""hasn't"", 'it', '?', 'I', 'want', 'to', 'get', 'on', 'it', 'this', '&gt;', '&gt;']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@LinnySmit Linny Linny Linny . U are something lady ... Well that story has been on hold for weeks now hasn't it ? I want to get on it this &gt; &gt;,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
97,"['International', 'Observe', 'the', 'Moon', 'Night', '(', '9/18/2010', ')', '|', 'Saturday', ',', 'Sep', '18', ',', '06:00', 'PM', '|', 'http://bit.ly/bVOdBF', '#cuboulder']","['B-other', 'I-other', 'I-other', 'I-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","International Observe the Moon Night ( 9/18/2010 ) | Saturday , Sep 18 , 06:00 PM | http://bit.ly/bVOdBF #cuboulder",B-other I-other I-other I-other I-other O O O O O O O O O O O O O O
98,"['waiting', 'one', 'extra', 'day', 'was', 'a', 'STUPID', 'IDEA', 'because', 'now', 'everything', 'is', 'super', 'expensive', 'AAAAAHHH', '.', 'x_x', '*freakingoutkhsf*']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",waiting one extra day was a STUPID IDEA because now everything is super expensive AAAAAHHH . x_x *freakingoutkhsf*,O O O O O O O O O O O O O O O O O O
99,"[""'Was"", 'going', 'to', 'stay', 'until', 'Sunday', 'but', 'my', '""', 'mother', '""', 'has', 'already', 'made', 'me', 'mad', 'furthermore', 'hair', 'appointment', 'tomrrw', 'and', 'back', 'to', 'Kent', ""!'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O']","'Was going to stay until Sunday but my "" mother "" has already made me mad furthermore hair appointment tomrrw and back to Kent !'",O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O
100,"['@LewisDixon', 'Trust', 'me', '!', 'im', 'gonna', 'be', 'bringing', 'out', 'music', 'like', 'theres', 'no', 'tomorrow', ',', 'Be', 'doing', 'pure', 'blog', 'videos', '&amp;', 'freestyle', 'videos', '#Moesh', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@LewisDixon Trust me ! im gonna be bringing out music like theres no tomorrow , Be doing pure blog videos &amp; freestyle videos #Moesh !",O O O O O O O O O O O O O O O O O O O O O O O O O
101,"['@joshHnumber1fan', 'its', 'okay', 'then', '..', 'make', 'it', 'when', 'it', 'works', ':D']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@joshHnumber1fan its okay then .. make it when it works :D,O O O O O O O O O O O
102,"['Asprin', ',', 'check', ',', 'cup', 'of', 'tea', ',', 'check', ',', 'pillow', ',', 'check', ',', 'warm', 'sleeping', 'bag', ',', 'check', ',', 'fanfiction', 'on', 'the', 'laptop', ',', 'check', '.', 'Time', 'to', 'settle', 'down', 'and', 'relax']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Asprin , check , cup of tea , check , pillow , check , warm sleeping bag , check , fanfiction on the laptop , check . Time to settle down and relax",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
103,"['@angelportugues', 'LMAO', '!', 'When', 'is', 'tht', 'one', 'day', '?:', 'P']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@angelportugues LMAO ! When is tht one day ?: P,O O O O O O O O O O
104,"['The', 'Basic', 'Step', 'Before', 'You', 'Even', 'Start', 'Thinking', 'Of', 'Making', 'Your', '...:', 'Keyword', 'research', 'is', 'a', 'well', 'known', 'subject', ',', 'yet', 'so', '...', 'http://bit.ly/9XQgSr']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The Basic Step Before You Even Start Thinking Of Making Your ...: Keyword research is a well known subject , yet so ... http://bit.ly/9XQgSr",O O O O O O O O O O O O O O O O O O O O O O O O
105,"['today', 'just', 'does', ""n't"", 'feel', 'like', 'a', 'Friday']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",today just does n't feel like a Friday,O O O O O O O O
106,"['RT', '@Slijterijmeisje', ':', 'Kreeg', 'net', 'een', 'bruikbare', 'tip', 'van', 'iemand', 'die', 'vorige', 'week', 'was', 'begonnen', 'met', 'een', 'whiskydieet', ',', 'hij', 'was', 'nu', 'al', '3', 'dagen', 'kwijt']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @Slijterijmeisje : Kreeg net een bruikbare tip van iemand die vorige week was begonnen met een whiskydieet , hij was nu al 3 dagen kwijt",O O O O O O O O O O O O O O O O O O O O O O O O O O
107,"['You', 'Get', 'What', 'You', 'Give', '~', 'Zac', 'Brown', 'Band', '40', 'days', 'in', 'the', 'top', '100', 'Release', 'Date', ':', 'September', '21', ',', '2010Buy', 'new', ':', '$', '18.98', '$', '...', 'http://amzn.to/9Cfkpc']","['O', 'O', 'O', 'O', 'O', 'O', 'B-musicartist', 'I-musicartist', 'I-musicartist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","You Get What You Give ~ Zac Brown Band 40 days in the top 100 Release Date : September 21 , 2010Buy new : $ 18.98 $ ... http://amzn.to/9Cfkpc",O O O O O O B-musicartist I-musicartist I-musicartist O O O O O O O O O O O O O O O O O O O O
108,"['Last', 'stop', 'of', 'the', 'day', 'thank', 'goddddd', '(@', 'H-E-B', 'Plus', ')', 'http://4sq.com/7RDhgd']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Last stop of the day thank goddddd (@ H-E-B Plus ) http://4sq.com/7RDhgd,O O O O O O O O O O O O
